sector,title_cleaned,frequency_cleaned,title_generalized,frequency_generalized,title_simplified,frequency_simplified
Non-Profit,Engineering Human Resources Development Officer,1,Human Resources Development Officer,140,Human Resources Development Officer,140
Non-Profit,Customer Care Development Officer,1,Customer Care Officer,132,Customer Care Officer,132
Non-Profit,Development Officer Policy,1,Policy Development Officer,125,Policy Development Officer,125
Non-Profit,Tower Hamlets Partnership Development Officer,1,Partnership Development Officer,123,Development Officer,12895
Non-Profit,Landscape Partnership Development Officer,1,Partnership Development Officer,123,Development Officer,12895
Non-Profit,Disaster Risk Reduction Market Development Officer,1,Disaster Risk Reduction Officer,120,Officer,47467
Non-Profit,Major Gifts Operation Development Intern,1,Major Gifts Intern,112,Major Gifts Intern,112
Non-Profit,Major Gifts Development Intern,1,Major Gifts Intern,112,Major Gifts Intern,112
Non-Profit,Major Gifts Student Intern,1,Major Gifts Intern,112,Major Gifts Intern,112
Non-Profit,Major Gifts Operation Intern,1,Major Gifts Intern,112,Major Gifts Intern,112
Non-Profit,Corporate Annual Program Associate Development Officer,1,Associate Development Officer,110,Associate Development Officer,110
Non-Profit,Associate Economic Development Officer,1,Associate Development Officer,110,Associate Development Officer,110
Non-Profit,Foundation Associate Development Officer,1,Associate Development Officer,110,Associate Development Officer,110
Non-Profit,Rural Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Employment Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Service User Involvement Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Leisure Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Civic Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Aged Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Family Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Service Support Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Health Service Development Officer,1,Service Development Officer,108,Service Development Officer,108
Non-Profit,Small Medium Enterprise Development Officer,1,Enterprise Development Officer,106,Development Officer,12895
Non-Profit,Development Officer Enterprise,1,Enterprise Development Officer,106,Development Officer,12895
Non-Profit,Rural Enterprise Development Officer,1,Enterprise Development Officer,106,Development Officer,12895
Non-Profit,Small Enterprise Development Officer,1,Enterprise Development Officer,106,Development Officer,12895
Non-Profit,Aboriginal Enterprise Development Officer,1,Enterprise Development Officer,106,Development Officer,12895
Non-Profit,Hotel Receptionist Organizational Development Officer,1,Organizational Development Officer,104,Development Officer,12895
Non-Profit,Strategic Corporate Development Officer,1,Corporate Development Officer,104,Corporate Development Officer,104
Non-Profit,Corporate Partnerships Development Officer,1,Corporate Development Officer,104,Corporate Development Officer,104
Non-Profit,Capacity Development General Development Officer,1,Capacity Development Officer,91,Development Officer,12895
Non-Profit,Mission Advancement Development Officer,1,Mission Development Officer,87,Mission Development Officer,87
Non-Profit,Internal Marketing Mission Development Officer,1,Mission Development Officer,87,Mission Development Officer,87
Non-Profit,National League Against Cancer Fundraiser Recruiter,1,National Recruiter,84,National Recruiter,84
Non-Profit,Integrated Rural Development Officer,1,Rural Development Officer,83,Development Officer,12895
Non-Profit,Junior Market Development Officer,1,Junior Development Officer,82,Junior Development Officer,82
Non-Profit,Junior Economic Development Officer,1,Junior Development Officer,82,Junior Development Officer,82
Non-Profit,Junior Community Development Officer,1,Junior Development Officer,82,Junior Development Officer,82
Non-Profit,Major Gifts Fundraising Assistant,1,Major Gifts Assistant,80,Assistant,99968
Non-Profit,Major Gifts Staff Assistant,1,Major Gifts Assistant,80,Assistant,99968
Non-Profit,Acting Sports Development Officer,1,Sports Development Officer,75,Development Officer,12895
Non-Profit,Nature Sports Tourism Development Officer Specialized,1,Sports Development Officer,75,Development Officer,12895
Non-Profit,Indigenous Sports Development Officer,1,Sports Development Officer,75,Development Officer,12895
Non-Profit,Assistant Chief Development Officer,1,Assistant Chief Officer,75,Assistant Chief Officer,75
Non-Profit,Political Action Committee Fundraiser,1,Political Fundraiser,74,Political Fundraiser,74
Non-Profit,Republican Political Fundraiser,1,Political Fundraiser,74,Political Fundraiser,74
Non-Profit,Georgia The University Student Fundraiser,1,University Student,72,University Student,72
Non-Profit,Seniors Community Development Officer,1,Senior Community Development Officer,72,Senior Community Development Officer,72
Non-Profit,Development Major Gifts Assistant Athletic Director,1,Major Gifts Assistant Director,66,Assistant Director,24720
Non-Profit,Urban Project Development Officer Intern,1,Project Officer Intern,66,Project Officer Intern,66
Non-Profit,Major Gifts Operation Assistant Director,1,Major Gifts Assistant Director,66,Assistant Director,24720
Non-Profit,Major Gifts Advancement Assistant Director,1,Major Gifts Assistant Director,66,Assistant Director,24720
Non-Profit,Leadership Giving Development Officer,1,Leadership Development Officer,63,Development Officer,12895
Non-Profit,UNRWA Andalucía Technical Education Development Officer,1,Education Development Officer,63,Education Development Officer,63
Non-Profit,Distance Education Development Officer,1,Education Development Officer,63,Education Development Officer,63
Non-Profit,Adult Education Development Officer,1,Education Development Officer,63,Education Development Officer,63
Non-Profit,Marketing Strategy Development Officer,1,Marketing Development Officer,61,Marketing Development Officer,61
Non-Profit,Digital Marketing Development Officer,1,Marketing Development Officer,61,Marketing Development Officer,61
Non-Profit,Mental Health Development Officer,1,Mental Health Officer,60,Mental Health Officer,60
Non-Profit,Mental Health Initiative Development Officer,1,Mental Health Officer,60,Mental Health Officer,60
Non-Profit,Integrated Child Development Officer,1,Child Development Officer,60,Child Development Officer,60
Non-Profit,International Division Fundraiser,1,International Division,59,International Division,59
Non-Profit,Cultural Tourism Development Officer,1,Cultural Development Officer,58,Cultural Development Officer,58
Non-Profit,Socio Cultural Development Officer,1,Cultural Development Officer,58,Cultural Development Officer,58
Non-Profit,Phone Campaign Fundraiser,1,Campaign Fundraiser,56,Campaign Fundraiser,56
Non-Profit,Campaign Development Fundraiser,1,Campaign Fundraiser,56,Campaign Fundraiser,56
Non-Profit,SDA Campaign Fundraiser,1,Campaign Fundraiser,56,Campaign Fundraiser,56
Non-Profit,Export Market Development Officer,1,Export Development Officer,56,Export Development Officer,56
Non-Profit,Residential Campaign Fundraiser,1,Campaign Fundraiser,56,Campaign Fundraiser,56
Non-Profit,Export Development Officer India,1,Export Development Officer,56,Export Development Officer,56
Non-Profit,Democratic Campaign Fundraiser,1,Campaign Fundraiser,56,Campaign Fundraiser,56
Non-Profit,National Student Network Development Officer,1,Student Development Officer,54,Student Development Officer,54
Non-Profit,Student Life Development Officer,1,Student Development Officer,54,Student Development Officer,54
Non-Profit,Market Systems Development Officer,1,Market Development Officer,54,Market Development Officer,54
Non-Profit,Markets Development Officer,1,Market Development Officer,54,Market Development Officer,54
Non-Profit,Temporary Student Development Officer,1,Student Development Officer,54,Student Development Officer,54
Non-Profit,District Trade Development Officer,1,Trade Development Officer,46,Trade Development Officer,46
Non-Profit,Fine Arts The Faculty Development Officer,1,Arts Development Officer,44,Development Officer,12895
Non-Profit,Liberal Arts The College Development Officer,1,Arts Development Officer,44,Development Officer,12895
Non-Profit,Arts The Faculty Development Officer,1,Arts Development Officer,44,Development Officer,12895
Non-Profit,Tourism Product Development Officer,1,Tourism Development Officer,40,Development Officer,12895
Non-Profit,Professional Training Development Officer,1,Training Development Officer,40,Training Development Officer,40
Non-Profit,Regional Campaign Manager Major Gifts,1,Regional Campaign Manager,40,Regional Campaign Manager,40
Non-Profit,Wine Tourism Development Officer,1,Tourism Development Officer,40,Development Officer,12895
Non-Profit,Nutritional Product Development Officer,1,Product Development Officer,37,Product Development Officer,37
Non-Profit,Global Product Development Officer,1,Product Development Officer,37,Product Development Officer,37
Non-Profit,User Led Organization Development Officer,1,Organization Development Officer,36,Development Officer,12895
Non-Profit,National Workforce Development Officer,1,National Development Officer,36,National Development Officer,36
Non-Profit,Senior Instrument Commissioning Technician Development Officer,1,Senior Instrument Commissioning Technician Officer,35,Senior Instrument Technician,184
Non-Profit,Sexual Health Development Officer,1,Health Development Officer,30,Health Development Officer,30
Non-Profit,Acting Area Development Officer,1,Area Development Officer,30,Area Development Officer,30
Non-Profit,Women's Health Development Officer,1,Health Development Officer,30,Health Development Officer,30
Non-Profit,Allied Health Workforce Development Officer,1,Health Development Officer,30,Health Development Officer,30
Non-Profit,Chief Talent Development Officer,1,Chief Talent Officer,28,Chief Officer,2866
Non-Profit,Chief Staff Development Officer,1,Chief Staff Officer,26,Chief Staff Officer,26
Non-Profit,Hotel Receptionist Systems Development Officer,1,Systems Development Officer,25,Systems Development Officer,25
Non-Profit,Junior Human Resources Development Officer,1,Junior Human Resources Officer,24,Junior Human Resources Officer,24
Non-Profit,Beef Industry Development Officer,1,Industry Development Officer,23,Development Officer,12895
Non-Profit,Food Industry Development Officer,1,Industry Development Officer,23,Development Officer,12895
Non-Profit,Cotton Industry Development Officer,1,Industry Development Officer,23,Development Officer,12895
Non-Profit,Alumni Relations Fundraiser,1,Alumni Fundraiser,22,Alumni Fundraiser,22
Non-Profit,Alumni Outreach Fundraiser,1,Alumni Fundraiser,22,Alumni Fundraiser,22
Non-Profit,Alumni Gifts Fundraiser,1,Alumni Fundraiser,22,Alumni Fundraiser,22
Non-Profit,Acting Career Development Officer,1,Career Development Officer,22,Career Development Officer,22
Non-Profit,Development Office Alumni Fundraiser,1,Alumni Fundraiser,22,Alumni Fundraiser,22
Non-Profit,Housing Strategy Development Officer,1,Housing Development Officer,21,Housing Development Officer,21
