job title
Portfolio Manager
"Prospect Management & Donor Research Specialist, Arts & Lectures"
Volunteer Prospect Researcher (Grant Funding & Sponsorships)
Prospect Research Manager
Prospect Research and Management Specialist
Prospect Development Analyst
Donor Strategy Manager (prosp dev new job title?)
Research Analyst
Prospect Management Analyst
Research Analyst
Prospect Research and Development Analyst
Prospect Officer
Portfolio Analyst
Prospect Research Specialist (Administrative Analyst Exempt I) - Advancement Services
Prospect Research Manager
Research Analyst
Prospect Research Consultant
Prospect Researcher
Prospect Research Analyst
Prospect Research and Outreach Specialist
Donor Database and Prospect Research Specialist
Prospect Management Analyst
Prospect Research Analyst
Prospect Research Analyst - Medical Philanthropy
Prospect Development Analyst
Prospect Development Specialist
Prospect Management Analyst
Prospect Research Officer
Prospect Research Specialist
Prospect Management Coordinator 
Senior Prospect Research Analyst (Development)
Development Data and Prospect Manager
Assistant Director of Prospect Research
Donor Experience Officer
Prospect Research Specialist
