sector,title_cleaned,frequency_cleaned,title_generalized,frequency_generalized,title_simplified,frequency_simplified
Health Care,Senior Organizational Development Officer,1,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Livestock Development Officer,1,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Development Officer Major Gifts,2,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Community Development Officer,9,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Network Development Officer,1,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Resourcer Development Officer,1,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Service Development Officer,2,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Development Officer,177,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Staff Development Officer,7,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Child Development Officer,2,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Systems Development Officer,1,Senior Development Officer,239,Senior Development Officer,239
Health Care,Senior Sector Development Officer,1,Senior Development Officer,239,Senior Development Officer,239
Health Care,Major Gifts Officer,190,Major Gifts Officer,197,Officer,26210
Health Care,Major Gifts Development Officer,6,Major Gifts Officer,197,Officer,26210
Health Care,Deputy Chief Development Officer,1,Deputy Chief Officer,191,Deputy Chief Officer,191
Health Care,Chief Business Development Officer,171,Chief Business Development Officer,172,Chief Business Development Officer,172
Health Care,Development Major Gifts Director,6,Major Gifts Director,115,Director,226214
Health Care,Major Gifts Director,102,Major Gifts Director,115,Director,226214
Health Care,Major Gifts Development Director,5,Major Gifts Director,115,Director,226214
Health Care,Major Gifts Interim Director,1,Major Gifts Director,115,Director,226214
Health Care,Major Gifts National Director,1,Major Gifts Director,115,Director,226214
Health Care,Student Philanthropy Officer,2,Student Officer,111,Student Officer,111
Health Care,National Sports Development Officer,1,Sports Development Officer,93,Sports Development Officer,93
Health Care,Indigenous Sports Development Officer,1,Sports Development Officer,93,Sports Development Officer,93
Health Care,Sports Development Officer,88,Sports Development Officer,93,Sports Development Officer,93
Health Care,Disability Sports Development Officer,1,Sports Development Officer,93,Sports Development Officer,93
Health Care,Human Resources Development Officer,86,Human Resources Development Officer,87,Human Resources Development Officer,87
Health Care,Project Development Officer,71,Project Development Officer,87,Project Development Officer,87
Health Care,Professional Fundraiser,75,Professional Fundraiser,83,Professional Fundraiser,83
Health Care,Volunteer Community Fundraiser,1,Community Fundraiser,83,Community Fundraiser,83
Health Care,Paid Professional Fundraiser,1,Professional Fundraiser,83,Professional Fundraiser,83
Health Care,Professional Student Fundraiser,3,Professional Fundraiser,83,Professional Fundraiser,83
Health Care,Professional Telephone Fundraiser,3,Professional Fundraiser,83,Professional Fundraiser,83
Health Care,Community Fundraiser,82,Community Fundraiser,83,Community Fundraiser,83
Health Care,Assistant Project Development Officer,1,Assistant Project Officer,80,Assistant Project Officer,80
Health Care,Program Development Officer,70,Program Development Officer,78,Program Development Officer,78
Health Care,New Program Development Officer,1,Program Development Officer,78,Program Development Officer,78
Health Care,Corporate Program Development Officer,1,Program Development Officer,78,Program Development Officer,78
Health Care,Livestock Development Officer,76,Livestock Development Officer,78,Development Officer,2734
Health Care,Telephone Charity Fundraiser,9,Charity Fundraiser,75,Charity Fundraiser,75
Health Care,Charity Fundraiser,62,Charity Fundraiser,75,Charity Fundraiser,75
Health Care,Aged Service Development Officer,1,Service Development Officer,71,Service Development Officer,71
Health Care,Service Development Officer,49,Service Development Officer,71,Service Development Officer,71
Health Care,Youth Service Development Officer,1,Service Development Officer,71,Service Development Officer,71
Health Care,Alumni Telephone Fundraiser,1,Telephone Fundraiser,61,Telephone Fundraiser,61
Health Care,Telephone Fundraiser,57,Telephone Fundraiser,61,Telephone Fundraiser,61
Health Care,Regional Capacity Development Officer,1,Regional Development Officer,57,Regional Development Officer,57
Health Care,Regional Business Development Officer,2,Regional Development Officer,57,Regional Development Officer,57
Health Care,Regional Development Officer,42,Regional Development Officer,57,Regional Development Officer,57
Health Care,Regional Program Development Officer,2,Regional Development Officer,57,Regional Development Officer,57
Health Care,Youth Development Officer,50,Youth Development Officer,52,Youth Development Officer,52
Health Care,Staff Development Officer,46,Staff Development Officer,49,Staff Development Officer,49
Health Care,Volunteer Fundraiser,49,Volunteer Fundraiser,49,Volunteer Fundraiser,49
Health Care,Health Development Officer,34,Health Development Officer,46,Health Development Officer,46
Health Care,Allied Health Workforce Development Officer,3,Health Development Officer,46,Health Development Officer,46
Health Care,Sexual Health Development Officer,1,Health Development Officer,46,Health Development Officer,46
Health Care,Professional Development Officer,27,Professional Development Officer,45,Professional Development Officer,45
Health Care,Continuing Professional Development Officer,13,Professional Development Officer,45,Professional Development Officer,45
Health Care,Organizational Development Officer,33,Organizational Development Officer,38,Development Officer,2734
Health Care,Senior Major Gifts Officer,38,Senior Major Gifts Officer,38,Senior Officer,2841
Health Care,Economic Development Officer,30,Economic Development Officer,35,Development Officer,2734
Health Care,Workforce Development Officer,32,Workforce Development Officer,35,Development Officer,2734
Health Care,Student Development Officer,33,Student Development Officer,33,Student Development Officer,33
Health Care,Global Product Development Officer,1,Product Development Officer,31,Product Development Officer,31
Health Care,New Product Development Officer,1,Product Development Officer,31,Product Development Officer,31
Health Care,Product Development Officer,28,Product Development Officer,31,Product Development Officer,31
Health Care,Face Fundraiser Face,29,Face Fundraiser Face,29,Face Fundraiser Face,29
Health Care,Career Development Officer,27,Career Development Officer,28,Career Development Officer,28
Health Care,Major Gifts Manager,24,Major Gifts Manager,28,Manager,398337
Health Care,Senior Business Development Officer,24,Senior Business Development Officer,28,Senior Business Development Officer,28
Health Care,Senior New Business Development Officer,1,Senior Business Development Officer,28,Senior Business Development Officer,28
Health Care,Major Gifts Development Manager,3,Major Gifts Manager,28,Manager,398337
Health Care,Major Gifts Fundraising Manager,1,Major Gifts Manager,28,Manager,398337
Health Care,Development Officer Annual Giving,1,Annual Giving Officer,27,Officer,26210
Health Care,Annual Giving Development Officer,2,Annual Giving Officer,27,Officer,26210
Health Care,Resources Development Officer,24,Resources Development Officer,26,Resources Development Officer,26
Health Care,Donor Resources Development Officer,1,Resources Development Officer,26,Resources Development Officer,26
Education,Major Gifts Executive Director,8,Executive Director,39776,Executive Director,41597
Education,Major Gifts Vice President,8,Vice President,36536,Vice President,37309
Education,Team Leader Fundraiser,2,Team Leader,32178,Team Leader,32554
Education,Senior Philanthropy Manager,4,Senior Manager,13047,Senior Manager,15583
Education,Senior Major Gifts Manager,1,Senior Manager,13047,Senior Manager,15583
Education,Fundraiser Team Member,1,Team Member,9101,Team Member,9713
Education,Development Officer Communication,2,Communication Officer,7180,Communication Officer,7180
Education,Communication Development Officer,8,Communication Officer,7180,Communication Officer,7180
Education,Major Gifts Regional Director,9,Regional Director,6772,Regional Director,6993
Education,Regional Major Gifts Director,1,Regional Director,6772,Regional Director,6993
Education,Stewardship Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Societies Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Alumni Development Officer,21,Development Officer,6138,Development Officer,6437
Education,County Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Adolescent Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Provincial Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Policy Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Institutional Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Capability Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Trade Development Officer,4,Development Officer,6138,Development Officer,6437
Education,B2B Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Human Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Volunteering Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Global Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Block Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Athletic Development Officer,18,Development Officer,6138,Development Officer,6437
Education,Procedure Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Inclusion Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Annual Giving Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Wellbeing Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Customer Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Export Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Qualifications Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Alcohol Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Environmental Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Livestock Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Income Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Test Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Software Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Energy Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Grants Development Officer,11,Development Officer,6138,Development Officer,6437
Education,Funding Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Funds Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Evaluation Development Officer,1,Development Officer,6138,Development Officer,6437
Education,District Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Recruitment Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Courseware Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Equality Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Advice Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Panchayat Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Guidance Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Industrial Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Activity Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Tenant Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Internship Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Sales Development Officer,11,Development Officer,6138,Development Officer,6437
Education,Museums Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Schools Development Officer,11,Development Officer,6138,Development Officer,6437
Education,Dealer Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Service User Involvement Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Packaging Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Central Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Cooperative Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Apprenticeship Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Branch Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Placement Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Childcare Development Officer,21,Development Officer,6138,Development Officer,6437
Education,Capacity Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Infrastructure Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Parish Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Territorial Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Club Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Agriculture Extension Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Programmes Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Operational Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Early Childhood Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Sexual Health Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Church Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Link Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Prospect Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Technology Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Health Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Consortium Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Retired Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Performance Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Finance Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Group Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Personal Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Information Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Relations Development Officer,1,Development Officer,6138,Development Officer,6437
Education,HACC Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Account Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Game Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Player Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Interim Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Area Development Officer,12,Development Officer,6138,Development Officer,6437
Education,Computer Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Fleet Safety Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Job Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Livelihood Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Major Giving Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Field Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Family Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Spiritual Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Fundraising Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Science Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Play Development Officer,11,Development Officer,6138,Development Officer,6437
Education,Carers Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Video Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Part Time Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Campus Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Municipal Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Veterinary Medicine Development Officer College,1,Development Officer,6138,Development Officer,6437
Education,Skill Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Franchise Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Women Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Multimedia Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Participation Development Officer,4,Development Officer,6138,Development Officer,6437
Education,New Media Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Quality Development Officer,15,Development Officer,6138,Development Officer,6437
Education,Employer Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Practice Development Officer,10,Development Officer,6138,Development Officer,6437
Education,Childminding Development Officer,2,Development Officer,6138,Development Officer,6437
Education,People Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Data Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Key Account Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Gateway Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Development Officer Alumni Relations,2,Development Officer,6138,Development Officer,6437
Education,Financial Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Legacy Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Faculty Development Officer,16,Development Officer,6138,Development Officer,6437
Education,Cricket Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Application Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Employee Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Employability Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Museum Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Hub Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Adult Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Development Officer Athletic,3,Development Officer,6138,Development Officer,6437
Education,University Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Operation Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Land Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Irish Language Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Rural Development Officer,17,Development Officer,6138,Development Officer,6437
Education,Cycling Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Charity Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Families Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Capital Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Sustainability Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Regeneration Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Safeguarding Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Microenterprise Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Aboriginal Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Innovation Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Coach Development Officer,10,Development Officer,6138,Development Officer,6437
Education,Wales Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Horticulture Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Temporary Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Micro Enterprise Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Contract Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Advocacy Development Officer,1,Development Officer,6138,Development Officer,6437
Education,General Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Chapter Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Integration Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Academic Development Officer,45,Development Officer,6138,Development Officer,6437
Education,Development Officer Volunteering,1,Development Officer,6138,Development Officer,6437
Education,Coaching Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Course Development Officer,15,Development Officer,6138,Development Officer,6437
Education,Governor Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Child Care Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Portal Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Acting Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Third Sector Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Development Officer Annual Giving,7,Development Officer,6138,Development Officer,6437
Education,Leisure Development Officer,9,Development Officer,6138,Development Officer,6437
Education,Spatial Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Standards Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Campaign Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Partner Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Bid Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Industry Development Officer,14,Development Officer,6138,Development Officer,6437
Education,Strategy Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Institution Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Foundation Development Officer,8,Development Officer,6138,Development Officer,6437
Education,Access Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Faith Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Scientific Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Investment Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Technical Development Officer,8,Development Officer,6138,Development Officer,6437
Education,Activities Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Literature Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Content Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Examination Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Environment Development Officer,2,Development Officer,6138,Development Officer,6437
Education,State Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Entrepreneurial Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Edinburgh Award Development Officer Duke,1,Development Officer,6138,Development Officer,6437
Education,Council Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Recreation Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Strategic Development Officer,14,Development Officer,6138,Development Officer,6437
Education,Hockey Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Labor Force Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Housing Development Officer,5,Development Officer,6138,Development Officer,6437
Education,College Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Relationship Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Agriculture Development Officer,4,Development Officer,6138,Development Officer,6437
Education,New Technologies Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Procurement Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Agricultural Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Parks Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Extended Schools Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Casual Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Digital Development Officer,9,Development Officer,6138,Development Officer,6437
Education,Process Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Northern Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Membership Development Officer,16,Development Officer,6138,Development Officer,6437
Education,Music Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Rehabilitation Development Officer,1,Development Officer,6138,Development Officer,6437
Education,European Development Officer,8,Development Officer,6138,Development Officer,6437
Education,IS Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Outreach Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Proposal Development Officer,9,Development Officer,6138,Development Officer,6437
Education,Congregational Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Audience Development Officer,14,Development Officer,6138,Development Officer,6437
Education,Multicultural Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Numeracy Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Collection Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Women's Health Development Officer,1,Development Officer,6138,Development Officer,6437
Education,School Development Officer,48,Development Officer,6138,Development Officer,6437
Education,Latin America Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Standard Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Real Estate Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Ministry Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Early Years Development Officer,9,Development Officer,6138,Development Officer,6437
Education,Aquaculture Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Talent Development Officer,6,Development Officer,6138,Development Officer,6437
Education,Small Groups Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Voluntary Sector Development Officer,1,Development Officer,6138,Development Officer,6437
Education,MIS Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Initiatives Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Team Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Centre Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Entrepreneurship Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Development Officer Foundations,1,Development Officer,6138,Development Officer,6437
Education,Development Officer Adult Social Care,1,Development Officer,6138,Development Officer,6437
Education,Library Development Officer,7,Development Officer,6138,Development Officer,6437
Education,Women's Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Graduate Development Officer,5,Development Officer,6138,Development Officer,6437
Education,Sector Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Union Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Member Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Website Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Early Years Strategic Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Volunteer Development Officer,16,Development Officer,6138,Development Officer,6437
Education,Value Chain Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Development Officer,4623,Development Officer,6138,Development Officer,6437
Education,Educational Development Officer,25,Development Officer,6138,Development Officer,6437
Education,Development Officer MS,2,Development Officer,6138,Development Officer,6437
Education,Fund Development Officer,15,Development Officer,6138,Development Officer,6437
Education,Touristic Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Analytical Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Asia Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Client Development Officer,4,Development Officer,6138,Development Officer,6437
Education,Database Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Country Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Dance Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Agency Development Officer,2,Development Officer,6138,Development Officer,6437
Education,Brand Development Officer,3,Development Officer,6138,Development Officer,6437
Education,Engagement Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Material Development Officer,15,Development Officer,6138,Development Officer,6437
Education,Fisheries Development Officer,1,Development Officer,6138,Development Officer,6437
Education,Major Gifts Assistant Vice President,4,Assistant Vice President,5958,Assistant Vice President,6019
Education,Major Gifts Senior Director,12,Senior Director,5528,Senior Director,5593
Education,Major Gifts Senior Associate,2,Senior Associate,5163,Senior Associate,5210
Education,Executive Development Officer,6,Executive Officer,4444,Executive Officer,4493
Education,Major Gifts The Director Assistant,1,Director Assistant,4213,Director Assistant,4492
Education,Major Gifts Director Assistant,1,Director Assistant,4213,Director Assistant,4492
Education,Senior Philanthropy Officer,5,Senior Officer,3717,Senior Officer,4002
Education,Student Philanthropy Manager,3,Student Manager,2957,Student Manager,3578
Education,Social Policy Development Officer,1,Policy Officer,2668,Policy Officer,2691
Education,Chief Technology Development Officer,1,Chief Technology Officer,2262,Chief Technology Officer,2262
Education,Fundraiser,2113,Fundraiser,2113,Fundraiser,2113
Education,Student Fundraiser Supervisor,1,Student Supervisor,1978,Student Supervisor,2002
Education,Chief Philanthropy Officer,3,Chief Officer,1840,Chief Officer,3061
Education,European Business Development Officer,1,Business Development Officer,1476,Business Development Officer,1476
Education,Business Development Officer,1400,Business Development Officer,1476,Business Development Officer,1476
Education,Childcare Business Development Officer,1,Business Development Officer,1476,Business Development Officer,1476
Education,Retail Business Development Officer,1,Business Development Officer,1476,Business Development Officer,1476
Education,New Business Development Officer,6,Business Development Officer,1476,Business Development Officer,1476
Education,Trust Business Development Officer,1,Business Development Officer,1476,Business Development Officer,1476
Education,Youth Business Development Officer,1,Business Development Officer,1476,Business Development Officer,1476
Education,Small Business Development Officer,2,Business Development Officer,1476,Business Development Officer,1476
Education,Graduate Trainee Fundraiser,1,Graduate Trainee,1269,Graduate Trainee,1301
Education,Senior Associate Director Major Gifts,2,Senior Associate Director,1033,Senior Associate Director,1033
Education,Major Gifts Senior Associate Director,7,Senior Associate Director,1033,Senior Associate Director,1033
Education,Senior Project Development Officer,6,Senior Project Officer,1032,Senior Project Officer,1032
Education,Information Technology Development Officer,3,Information Technology Officer,855,Information Technology Officer,855
Education,Call Center Fundraiser,4,Call Center,698,Call Center,698
Education,Corporate Relations Development Officer,1,Corporate Relations Officer,687,Corporate Relations Officer,687
Education,Senior Program Development Officer,8,Senior Program Officer,669,Senior Program Officer,669
Education,Junior Development Officer,18,Junior Officer,644,Junior Officer,667
Education,Junior Market Development Officer,1,Junior Officer,644,Junior Officer,667
Education,Junior Business Development Officer,1,Junior Officer,644,Junior Officer,667
Education,Junior Commercial Development Officer,1,Junior Officer,644,Junior Officer,667
Education,Junior Economic Development Officer,1,Junior Officer,644,Junior Officer,667
Education,Student Philanthropy Officer,2,Student Officer,607,Student Officer,715
Education,Principal Systems Development Officer,1,Principal Officer,602,Principal Officer,635
Education,Major Gifts Officer,584,Major Gifts Officer,602,Officer,30627
Education,Principal Economic Development Officer,5,Principal Officer,602,Principal Officer,635
Education,Major Gifts Officer Athletic,2,Major Gifts Officer,602,Officer,30627
Education,Principal Youth Development Officer,1,Principal Officer,602,Principal Officer,635
Education,National Major Gifts Officer,1,Major Gifts Officer,602,Officer,30627
Education,Principal Community Development Officer,6,Principal Officer,602,Principal Officer,635
Education,Major Gifts Development Officer,12,Major Gifts Officer,602,Officer,30627
Education,Principal Staff Development Officer,3,Principal Officer,602,Principal Officer,635
Education,Principal Development Officer,6,Principal Officer,602,Principal Officer,635
Education,Senior Market Development Officer,1,Senior Development Officer,588,Senior Development Officer,588
Education,Senior Product Development Officer,3,Senior Development Officer,588,Senior Development Officer,588
Education,Senior Sustainable Development Officer,1,Senior Development Officer,588,Senior Development Officer,588
Education,Senior Network Development Officer,2,Senior Development Officer,588,Senior Development Officer,588
Education,Senior State Development Officer,3,Senior Development Officer,588,Senior Development Officer,588
Education,Senior Organizational Development Officer,1,Senior Development Officer,588,Senior Development Officer,588
Education,Medicine The Faculty Senior Development Officer,1,Senior Development Officer,588,Senior Development Officer,588
Education,Senior Youth Development Officer,1,Senior Development Officer,588,Senior Development Officer,588
Education,Senior Resourcer Development Officer,1,Senior Development Officer,588,Senior Development Officer,588
